2025-08-09 15:22:15 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-09 16:21:03 | INFO     | backend.app.models.inference.predictor_fixed:load_and_train_model:102 | 📊 Cross Validation Accuracy: 93.74%
2025-08-09 16:21:08 | INFO     | backend.app.core.logger:log_model_loaded:81 | ✅ ML models loaded successfully
2025-08-09 16:21:08 | INFO     | backend.app.models.inference.predictor_fixed:load_and_train_model:110 | ✅ SVM + AdaBoost model trained successfully sesuai script dosen (FIXED)
2025-08-09 16:21:08 | INFO     | backend.app.models.inference.predictor_fixed:load_and_train_model:111 | 🔢 Features: 623
2025-08-09 16:21:08 | INFO     | backend.app.models.inference.predictor_fixed:load_and_train_model:112 | 📋 Samples: 399
2025-08-09 16:21:09 | INFO     | backend.app.models.inference.predictor_fixed:predict_allergens:203 | 🤖 Using SVM + AdaBoost model sesuai script dosen (FIXED)
2025-08-09 16:21:09 | INFO     | backend.app.models.inference.predictor_fixed:predict_allergens:204 | 🔍 Input OOV analysis: 0.0% unknown fields
2025-08-09 16:21:09 | INFO     | backend.app.models.inference.predictor_fixed:predict_allergens:205 | 🔢 Encoding analysis: 0/623 active features (0.0%)
2025-08-09 16:21:09 | INFO     | backend.app.models.inference.predictor_fixed:predict_allergens:235 | ✅ Good input recognition (100.0%) - high confidence maintained
2025-08-09 21:45:16 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-09 21:45:16 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-09 21:45:16 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-09 21:45:16 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-09 21:45:16 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-09 21:45:16 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-09 21:45:16 | INFO     | backend.app.database.mysql_database:get_dataset_with_results:376 | 📊 Retrieved 10 dataset records
2025-08-09 21:46:26 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-09 21:46:26 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-09 21:46:26 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-09 21:47:03 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-09 21:47:03 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-09 21:47:03 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-09 21:47:03 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-09 21:47:03 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-09 21:47:03 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-09 22:03:21 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-09 22:03:21 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-09 22:03:21 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-09 22:03:21 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-09 22:03:21 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-09 22:03:21 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-09 22:04:29 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-09 22:04:29 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-09 22:04:29 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:_initialize_connection:79 | ✅ Database connection established: localhost:3306/allerscan_db
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:_create_tables:130 | ✅ Database tables created/verified successfully
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 29
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 30
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 31
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 32
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 33
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 34
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 35
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 36
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 37
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 38
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 39
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 40
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 41
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 42
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 43
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 44
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 45
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 46
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 47
2025-08-09 22:04:29 | INFO     | backend.app.database.allergen_database:save_prediction_result:168 | ✅ Prediction saved with ID: 48
2025-08-09 23:41:00 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-09 23:41:00 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-09 23:41:00 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-09 23:41:00 | INFO     | backend.app.database.allergen_database:_initialize_connection:79 | ✅ Database connection established: localhost:3306/allerscan_db
2025-08-09 23:41:00 | INFO     | backend.app.database.allergen_database:_create_tables:130 | ✅ Database tables created/verified successfully
2025-08-09 23:41:00 | INFO     | backend.app.database.allergen_database:get_prediction_history:219 | 📊 Retrieved 1 prediction records
2025-08-10 00:17:37 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 00:17:37 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 00:17:37 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-10 00:17:37 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 00:17:37 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 00:17:37 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-10 00:17:37 | INFO     | backend.app.database.mysql_database:get_dataset_with_results:376 | 📊 Retrieved 20 dataset records
2025-08-10 00:17:37 | INFO     | backend.app.database.mysql_database:get_form_results:417 | 📊 Retrieved 5 form results
2025-08-10 00:17:51 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 00:17:51 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 00:17:51 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-10 00:17:51 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 00:17:51 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 00:17:51 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-10 00:20:01 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 00:20:01 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 00:20:01 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-10 00:20:01 | INFO     | backend.app.database.allergen_database:_initialize_connection:79 | ✅ Database connection established: localhost:3306/allerscan_db
2025-08-10 00:20:01 | INFO     | backend.app.database.allergen_database:_create_tables:130 | ✅ Database tables created/verified successfully
2025-08-10 00:20:01 | INFO     | backend.app.database.allergen_database:get_prediction_history:219 | 📊 Retrieved 5 prediction records
2025-08-10 00:22:38 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 00:22:38 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 00:22:38 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-10 00:22:38 | INFO     | backend.app.database.allergen_database:_initialize_connection:79 | ✅ Database connection established: localhost:3306/allerscan_db
2025-08-10 00:22:38 | INFO     | backend.app.database.allergen_database:_create_tables:130 | ✅ Database tables created/verified successfully
2025-08-10 00:23:23 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 00:23:23 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 00:23:23 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-10 00:23:23 | INFO     | backend.app.database.allergen_database:_initialize_connection:79 | ✅ Database connection established: localhost:3306/allerscan_db
2025-08-10 00:23:23 | INFO     | backend.app.database.allergen_database:_create_tables:130 | ✅ Database tables created/verified successfully
2025-08-10 01:22:19 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 01:22:19 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 01:22:19 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-10 01:22:19 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 01:22:19 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 01:22:19 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-10 01:27:05 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 01:27:05 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 01:27:05 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-10 01:27:05 | INFO     | backend.app.database.allergen_database:_initialize_connection:79 | ✅ Database connection established: localhost:3306/allerscan_db
2025-08-10 01:27:05 | INFO     | backend.app.database.allergen_database:_create_tables:130 | ✅ Database tables created/verified successfully
2025-08-10 02:11:48 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 02:11:48 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 02:11:48 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-10 02:11:48 | INFO     | backend.app.database.allergen_database:_initialize_connection:79 | ✅ Database connection established: localhost:3306/allerscan_db
2025-08-10 02:11:48 | INFO     | backend.app.database.allergen_database:_create_tables:130 | ✅ Database tables created/verified successfully
2025-08-10 02:13:13 | INFO     | backend.app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 02:13:13 | INFO     | backend.app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 02:13:13 | INFO     | backend.app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
2025-08-10 02:13:13 | INFO     | backend.app.database.allergen_database:_initialize_connection:79 | ✅ Database connection established: localhost:3306/allerscan_db
2025-08-10 02:13:13 | INFO     | backend.app.database.allergen_database:_create_tables:130 | ✅ Database tables created/verified successfully
2025-08-10 14:46:19 | INFO     | app.database.mysql_database:init_database:50 | ✅ Database 'allerscan_db' created/verified
2025-08-10 14:46:19 | INFO     | app.database.mysql_database:_create_tables:133 | ✅ All MySQL tables created successfully
2025-08-10 14:46:19 | INFO     | app.database.mysql_database:init_database:64 | ✅ MySQL database initialized successfully
